id,is_iceberg
5941774d,0.5983502864837646
4023181e,0.4725840985774994
b20200e4,0.8603013157844543
e7f018bb,0.7086873054504395
4371c8c3,0.4648743271827698
a8d9b1fd,0.029755359515547752
29e7727e,0.5727297067642212
92a51ffb,0.9707096815109253
c769ac97,0.010676679201424122
aee0547d,0.00015501280722673982
565b28ac,0.00024334002227988094
e04e9775,0.4730248749256134
8e8161d1,0.0059291524812579155
4cf4d256,0.4649221897125244
139e5324,0.42235809564590454
f156976f,0.4148901700973511
68a117cc,0.39097630977630615
d9aa7a56,0.2658815085887909
9005b143,0.25846296548843384
5f6d3988,0.5986297130584717
9ad70954,0.4750474989414215
b9087b9e,0.655436098575592
a39a1427,0.48230841755867004
82fbe8ed,0.5552570223808289
1fae4879,0.00043784998706541955
6dd8f13d,0.5721297264099121
bbad5958,0.5194460153579712
54527583,0.5588114857673645
be8fa29c,0.5105433464050293
81a3328f,0.8680301904678345
1a3c0ab3,0.8612187504768372
4deeeb8b,0.44952908158302307
ac6d5632,0.492000013589859
472dadb5,0.5293956995010376
96093f95,0.6074401140213013
f5b4e3df,0.6379212141036987
e01a3c92,0.2617727816104889
001680af,0.4688752591609955
8e639f33,0.6185011863708496
a2c16612,0.5348325371742249
a6d76474,0.19459670782089233
19c47684,0.46556732058525085
015827b6,0.5090473890304565
7df7f7ce,0.7258073091506958
0bbf1a3f,0.4620789885520935
636cfbb7,0.6567714214324951
7370030a,0.891658365726471
43aa97ad,0.1988050639629364
ba2b5e63,0.3514719009399414
dfdd335b,0.5306428074836731
e79b13dc,0.294054239988327
dc32b195,0.5457018613815308
6d868590,0.7026722431182861
75fa59aa,0.46318548917770386
ffe50836,0.9517404437065125
a7bfd784,0.7400194406509399
b3d569e3,0.4583817422389984
6c538c5b,0.5054746866226196
5c7c15f4,0.8099958896636963
0b745139,0.2682211101055145
fd14608e,0.5543252229690552
f0bc8305,0.5105026960372925
a10ccb28,0.5908934473991394
543304c7,0.5694698095321655
6c3a4078,4.777420144819189e-06
9b73cc75,0.9259462356567383
5c6c71b1,0.008612636476755142
09ee9186,0.6439287662506104
207c35cf,0.478361040353775
153c813e,0.6248641610145569
5605d58b,0.16464628279209137
642ca396,0.05119839683175087
d32d72c0,0.4602743089199066
16646a17,0.7376497983932495
384074af,0.8411480784416199
69bf1e8c,0.4656991958618164
9e90a054,0.4450743496417999
89dbe7f7,0.6607344746589661
dbd27d22,0.4465195834636688
a2ea1561,0.4360049068927765
d63402af,0.4829873740673065
1ac8bb92,0.7075677514076233
8beffca5,0.48263370990753174
46741f3e,0.4111403226852417
e5ee6aa7,0.477549284696579
5ecd892b,0.5580106377601624
69892166,0.02025214582681656
2f725a81,0.3216027617454529
810abfe4,0.7304109334945679
e6f973e6,0.4886484146118164
c60a5c46,0.5381523370742798
c42b9e08,0.6977117657661438
c3f00c23,0.9323827028274536
5307fdb8,0.8568291664123535
3e4f005e,0.3594307601451874
4a4cc2e0,0.513161301612854
9bdd88d1,0.0008825415861792862
0d832bed,0.4561033844947815
14a134fa,0.36629384756088257
78a41676,0.5498737096786499
0bd4658e,0.4884169399738312
4a311bb0,0.37745359539985657
f939c817,0.5860703587532043
956adc4d,0.80538409948349
f8a119f5,0.4767343997955322
61faa1ad,0.4453044533729553
6725eb3e,0.4672488272190094
17b3a8fd,0.23077021539211273
49a88dfc,0.30556899309158325
2d6ec645,0.4950137436389923
0d4d77ba,0.46455705165863037
3ee672a2,0.8245623707771301
738b41fd,0.48579898476600647
f7fb320d,0.47868281602859497
b42fad18,5.756659902544925e-06
4ab8b00a,0.4299980401992798
f7870f2b,0.5085474252700806
4978666a,0.47696593403816223
f1b0d6c7,0.3175131678581238
5642407f,0.042810145765542984
36d4ff92,0.8668686151504517
4139aba2,0.49696245789527893
7585ce58,0.38700759410858154
33e25984,0.8022555708885193
ac46f3c9,0.4640781581401825
fc34a5b8,0.5390549898147583
85c36a8f,0.43989503383636475
b2d8a426,0.6196532249450684
13ec60d1,0.5692646503448486
9d440f42,0.5011911392211914
1c0a891e,0.48022329807281494
981c3bc3,0.9521546363830566
295604f4,0.4738069474697113
16ca16c3,0.5562849044799805
b4dda837,0.5025059580802917
88d088ef,0.43892839550971985
1b4fa160,0.49267083406448364
f371bd82,0.4910540282726288
b130a0b7,0.8624293804168701
ebf1de82,0.45740678906440735
01e651c3,0.4699903726577759
51b1fecc,0.2481115609407425
fa635a31,0.4796909987926483
97b7d789,0.6499187350273132
2f598053,0.4655736982822418
c0e3e148,0.4885880947113037
cfa175a8,0.5366048812866211
3d7e09d8,0.6681865453720093
44a13d1b,0.783513069152832
c66b0948,0.46297919750213623
976a6d64,0.6022893786430359
8bbd8909,0.5555763244628906
522890fd,0.45709189772605896
f23a3b95,0.4807041883468628
680039dc,0.5024023056030273
93028e53,0.3225030303001404
22a16932,0.42475804686546326
7d8126d2,0.5581889152526855
ba2ecd75,0.006518233567476273
8071bdd7,0.49463868141174316
96d5aeee,0.0046892836689949036
154be68f,0.590411365032196
d8c2bfe2,0.6953577399253845
f76d47b0,0.21034088730812073
0e781ade,0.694648802280426
13cf6060,0.0002692654961720109
cd99f710,0.551222026348114
d10005bb,0.4686732888221741
3a31445f,0.8296974301338196
3157202d,0.5432424545288086
6ee64703,0.9250973463058472
e5de8685,0.5357316136360168
02cc70ba,0.48534151911735535
50984a87,0.5673663020133972
fa94957a,0.7138972878456116
eab406b4,0.648515522480011
3ad39398,0.6545055508613586
