id,is_iceberg
5941774d,0.0790129154920578
4023181e,0.6332966089248657
b20200e4,0.5154047608375549
e7f018bb,0.9943239688873291
4371c8c3,0.7222646474838257
a8d9b1fd,0.9918587803840637
29e7727e,0.15442773699760437
92a51ffb,0.9995241165161133
c769ac97,8.70440487688029e-07
aee0547d,6.499799951598106e-07
565b28ac,6.448557087423978e-06
e04e9775,0.6462460160255432
8e8161d1,1.3385439160629176e-05
4cf4d256,0.8423475027084351
139e5324,0.6687990427017212
f156976f,0.004098733887076378
68a117cc,0.20543713867664337
d9aa7a56,0.0009518624865449965
9005b143,0.346266508102417
5f6d3988,0.6753202080726624
9ad70954,0.39288970828056335
b9087b9e,0.9109360575675964
a39a1427,0.21896643936634064
82fbe8ed,0.29017263650894165
1fae4879,8.44026880264054e-16
6dd8f13d,0.018192490562796593
bbad5958,0.1469864547252655
54527583,0.22336556017398834
be8fa29c,0.2247975915670395
81a3328f,0.999110758304596
1a3c0ab3,0.005753330886363983
4deeeb8b,0.4635826647281647
ac6d5632,0.2597927153110504
472dadb5,0.6046460866928101
96093f95,0.938630998134613
f5b4e3df,0.7746568322181702
e01a3c92,0.025334002450108528
001680af,0.7807038426399231
8e639f33,0.7128645777702332
a2c16612,0.2624472379684448
a6d76474,1.989366715804408e-08
19c47684,0.24065597355365753
015827b6,0.9094135761260986
7df7f7ce,0.10365813970565796
0bbf1a3f,0.5623725652694702
636cfbb7,0.9102602601051331
7370030a,0.9999219179153442
43aa97ad,1.930328471644316e-05
ba2b5e63,0.9964151382446289
dfdd335b,0.3291914463043213
e79b13dc,0.04534962773323059
dc32b195,0.24244564771652222
6d868590,0.9832294583320618
75fa59aa,0.6983412504196167
ffe50836,0.3002442419528961
a7bfd784,0.9366123080253601
b3d569e3,0.03424166887998581
6c538c5b,0.051564112305641174
5c7c15f4,0.9912216663360596
0b745139,0.024316389113664627
fd14608e,0.3684820830821991
f0bc8305,0.5923423767089844
a10ccb28,0.9970937967300415
543304c7,0.2590138912200928
6c3a4078,2.17175409600312e-12
9b73cc75,0.618561863899231
5c6c71b1,0.0016485912492498755
09ee9186,0.09795767813920975
207c35cf,0.8233747482299805
153c813e,0.08043842762708664
5605d58b,0.003799137659370899
642ca396,0.029350047931075096
d32d72c0,0.7628358602523804
16646a17,0.9825202822685242
384074af,0.1115458533167839
69bf1e8c,0.7768234014511108
9e90a054,0.13687898218631744
89dbe7f7,0.9502402544021606
dbd27d22,0.16207678616046906
a2ea1561,0.4744306802749634
d63402af,0.5828785300254822
1ac8bb92,0.9968761205673218
8beffca5,0.6927706599235535
46741f3e,3.0461562346317805e-05
e5ee6aa7,0.8771613240242004
5ecd892b,0.9400514364242554
69892166,0.006670570466667414
2f725a81,0.18665851652622223
810abfe4,0.3094724416732788
e6f973e6,0.5327355861663818
c60a5c46,0.12173394113779068
c42b9e08,0.23943428695201874
c3f00c23,0.12385579198598862
5307fdb8,0.9993189573287964
3e4f005e,0.022727524861693382
4a4cc2e0,0.9204769134521484
9bdd88d1,7.875890044306555e-12
0d832bed,0.0925574004650116
14a134fa,0.054420869797468185
78a41676,0.0047186738811433315
0bd4658e,0.46084022521972656
4a311bb0,0.302428662776947
f939c817,0.3545076549053192
956adc4d,0.9991962313652039
f8a119f5,0.6753448247909546
61faa1ad,0.26928114891052246
6725eb3e,0.026308046653866768
17b3a8fd,0.03852576017379761
49a88dfc,0.0004994414630346
2d6ec645,0.2610101103782654
0d4d77ba,0.22802087664604187
3ee672a2,0.9999871253967285
738b41fd,0.8254846334457397
f7fb320d,0.25508180260658264
b42fad18,5.109818346227257e-09
4ab8b00a,0.12379004806280136
f7870f2b,0.030212456360459328
4978666a,0.07709187269210815
f1b0d6c7,0.006405050400644541
5642407f,0.004601859487593174
36d4ff92,0.9992049336433411
4139aba2,0.38582843542099
7585ce58,0.03821934014558792
33e25984,0.9994426369667053
ac46f3c9,0.6274279952049255
fc34a5b8,0.7735493183135986
85c36a8f,0.008751004002988338
b2d8a426,0.25913500785827637
13ec60d1,0.8635656833648682
9d440f42,0.032755739986896515
1c0a891e,0.18174020946025848
981c3bc3,0.9999746084213257
295604f4,0.6690481305122375
16ca16c3,0.6987767815589905
b4dda837,0.426078200340271
88d088ef,0.006351765710860491
